Key,japanese
BuffVeteranAOEName,ベテランが近い
BuffVeteranAOETooltip,ベテランが捜索中
BuffVeteranAOEIncDesc,この生物はかつて精鋭部隊に所属していた。ビールとウイルスは効果を発揮したが、戦闘本能を殺すことはできなかった。何十年も殺戮スキルを磨いてきた者を、たとえこの姿であっても侮ってはいけない。戦友の絆は死よりも強く、今や彼は一人ではない。\n\n[FFB800]特殊特性:[-]\n彼に近づくのは危険だ。正確な一撃で武器を叩き落とし、役に立たないガラクタのように捨ててしまう。彼の影響下では武器の劣化速度が2倍になる。\nボスは定期的に戦友の絆を呼び出す！効果時間中、[DECEA3]20[-]メートル以内のすべての敵は、[DECEA3]移動力が[DECEA3]+25%[-]、被ダメージが[DECEA3]-50%[-]増加します。\n同時に、物理ダメージ耐性が[DECEA3]25%[-]減少します。\n近くにいる間、毎秒、正気度がわずかに低下します。\n\n死と戦争の匂いがする。頭の中には、異国の命令の残響が響く。武器を持ったまま逃げろ。
BuffBossEnragePlayer,ボスが激怒
BuffBossEnragePlayerName,ボスが激怒
BuffBossEnragePlayerTooltip,ボスが激怒
BuffBossEnragePlayerIncDesc,ボスを激怒させてしまいました。逃げた方がいいですよ！\nボスの移動速度が[DECEA3]50%[-]増加し、攻撃速度が[DECEA3]60%[-]増加し、ボスの攻撃を受けるとダウンします。\n\nただし、ボスのダメージ耐性は[DECEA3]30%[-]減少します。
BuffBossImmortalPlayer,ボスは無敵
BuffBossImmortalPlayerName,ボスは無敵
BuffBossImmortalPlayerTooltip,ボスは無敵
BuffBossImmortalPlayerIncDesc,ボスは厳重な防御態勢に入りました。強力な放射線を放出しているので注意してください！\n今は攻撃しない方が良いでしょう。あらゆる種類のダメージに対して無敵です。
BuffBossHealthTheftPlayer,ボスが体力を奪う
BuffBossHealthTheftPlayerName,ボスが体力を奪う
BuffBossHealthTheftPlayerTooltip,ボスが体力を奪う
BuffBossHealthTheftPlayerIncDesc,ボスはあなたのアドレナリンを食い物にします。時間の経過とともにダメージを受け、速度が低下します。それを待って生き続けるようにしてください。
BuffBossBrotherhoodPlayer,同胞団
BuffBossBrotherhoodPlayerName,ボスの兄弟団
BuffBossBrotherhoodPlayerTooltip,ボスは戦友の団結を呼びかける
BuffBossBrotherhoodPlayerIncDesc,ボスは武器の兄弟団を召喚します。この能力の持続時間中、ボスから20メートル以内のすべての敵は移動速度が[DECEA3]25%[-]増加し、受けるダメージが[DECEA3]50%[-]減少します。さらに、物理ダメージに対する耐性が[FFB800]25%[-]減少します。\n耐え忍んで生き延びてください。
BuffTerribleWoundsName,ひどい傷
BuffTerribleWoundsTooltip,あなたはひどい傷を負っています
BuffTerribleWoundsIncDesc,あなたはひどい傷を負ってしまいました。出血による定期的なダメージを受けます。\nあなたの体力は[FFB800]25[-]減少し、移動能力は[FFB800]20%[-]減少します。
bossDevourer,[FFB800]ミニボス[-]デバウアー
DevourerMinion,[94CBFF]ミニオン[-]デバウアー
bossBearDaddy,[FFB800]ミニボス[-]ベアダディ
BearDaddyMinion,[94CBFF]ミニオン[-]ベアダディ
bossGargul,[FFB800]ミニボス[-]ガーグル
GargulMinion,[94CBFF]ミニオン[-]ガーグル
bossBull,[FFB800]ボス[-]ブル
bossShocker,[FFB800]ボス[-]ショッカー
bossVeteran,[FFB800]ボス[-]ベテラン
MiniBossLootContainer,戦利品[DECEA3]ミニボス[-]
zombieDemolitionElite,[A7FF9F]エリート[-]デモリッシャー
zombieFemaleFatElite,[A7FF9F]エリート[-]ビッグママ
zombieFatHawaiianElite,[A7FF9F]エリート[-]観光客
zombieCopElite,[A7FF9F]エリート[-]警官
zombieWightElite,[A7FF9F]エリート[-]ワイト
zombieSoldierElite,[A7FF9F]エリート[-]兵士
zombieSkaterElite,[A7FF9F]エリート[-]スケーター
zombieBikerElite,[A7FF9F]エリート[-]バイカー
zombieHazmatElite,[A7FF9F]エリート[-]ハズマット
zombieLumberjackElite,[A7FF9F]エリート[-]木こり
zombieMoeElite,[A7FF9F]エリート[-]モー
zombieUtilityWorkerElite,[A7FF9F]エリート[-]ワーカー
zombieMarleneElite,[A7FF9F]エリート[-]マーリーン
zombieSpiderElite,[A7FF9F]エリート[-]スパイダー
zombieBoeElite,[A7FF9F]エリート[-]ボー
zombieDarleneElite,[A7FF9F]エリート[-]ダーリーン
zombieJoeElite,[A7FF9F]エリート[-]ジョー
zombieSteveElite,[A7FF9F]エリート[-]スティーブ
zombieYoElite,[A7FF9F]エリート[-]ヨー
zombieNurseElite,[A7FF9F]エリート[-]ナース
zombiePartyGirlElite,[A7FF9F]エリート[-]パーティーガール
zombieLabElite,[A7FF9F]エリート[-]研究員
zombieTomClarkElite,[A7FF9F]エリート[-]トム・クラーク
zombieJanitorElite,[A7FF9F]エリート[-]用務員
zombieBurntElite,[A7FF9F]エリート[-]バーント
zombieBusinessManElite,[A7FF9F]エリート[-]ビジネスマン
zombieInmateElite,[A7FF9F]エリート[-]囚人
xuiLevel,レベル
xuiAccessories,付属品
statWeaponHandling,武器の取り扱い
statControlResist,耐性(スタン、ショック)
statCritResist,クリティカルヒット耐性
statFoodWaterUseAOE,食料・水分損失（本人および同行者）
statCarryCapacityAOE,積載可能容量(自分とパーティー)
statRegHealthIncreaseSpeedAOE,体力回復速度（自身とパーティメンバー）
statLootQuantityFood,戦利品の食料と薬(自分とパーティー)
statRunSpeedAOE,走行速度(自分とパーティ)
statEliteDamage,ダメージボーナス(エリート、ミニオン)
statBossDamage,ダメージボーナス(ボス)
statDegradationPerUseDU,使用ごとの劣化
statDamageTrap,トラップダメージ
ammo762mmBulletDU,7.62mm[5AFF75]((劣化ウラン))弾薬[-]
ammo762mmBulletDUDesc,実験型7.62mm[5AFF75]((劣化ウラン))[-]弾薬。\nこの口径の通常弾や改良弾よりも大幅に強力です。装甲を無視し、[DECEA3]3[-]までのターゲットを貫通します。この弾薬は、大型ミュータントとの戦闘用に特別に設計されています。ボスやエリート敵に命中した場合、ダメージが大幅に増加します。\n\n単独で製造することはできません。このタイプの弾薬は、サポートに依頼するか、ボスの戦利品として入手できます。
ammo44MagnumBulletDU,.44マグナム[5AFF75]((劣化ウラン))弾薬[-]
ammo44MagnumBulletDUDesc,実験型.44マグナム[5AFF75]((劣化ウラン))[-]弾。\nこの口径の通常弾や改良弾よりも大幅に強力です。装甲を無視し、[DECEA3]3[-]までのターゲットを貫通します。この弾薬は、大型ミュータントとの戦闘用に特別に設計されています。ボスやエリート敵に命中した場合、ダメージが大幅に増加します。\n\n単独で製造することはできません。このタイプの弾薬は、サポートに依頼するか、ボスの戦利品として入手できます。
ammo9mmBulletDU,9mm[5AFF75](劣化ウラン)弾薬[-]
ammo9mmBulletDUDesc,実験型9mm[5AFF75](劣化ウラン)[-]弾薬。\nこの口径の通常弾や改良弾よりも大幅に強力です。装甲を無視し、[DECEA3]3[-]までのターゲットを貫通します。この弾薬は、大型ミュータントとの戦闘用に特別に設計されています。ボスやエリート敵に命中した場合、ダメージが大幅に増加します。\n\n単独で製造することはできません。このタイプの弾薬は、サポートに依頼するか、ボスの戦利品として入手できます。
ammoShotgunSlugDU,ショットガン[5AFF75](劣化ウラン)弾薬[-]
ammoShotgunSlugDUDesc,実験型ショットガン[5AFF75](劣化ウラン)[-]弾。\nこの口径の通常弾や改良弾よりも大幅に強力です。装甲を無視し、[DECEA3]3[-]までのターゲットを貫通します。この弾薬は、大型ミュータントとの戦闘用に特別に設計されています。ボスやエリート敵に命中した場合、ダメージが大幅に増加します。\n\n単独では製造できません。このタイプの弾薬は、サポートに依頼するか、ボスの戦利品として入手できます。
resourceMutationSamples,ゾンビの突然変異サンプル
resourceMutationSamplesDesc,見た目も非常に不快な物質で、臭いもさらにひどい。しかし、外界では非常に需要の高い資源である。科学者たちは、複雑な突然変異がどのように起こるのか、そしてそれが一体何と関連しているのかを未だに推測している。今、彼らは研究を大幅に加速させることができるだろう。\n\nその代わりに、科学者たちは最新の技術をあなたに提供する準備ができている。\n\n[DECEA3]ラジオ局を使って実験用弾薬セットと交換してください。[-]
resourceMechanicalPartsImp,[DECEA3]改良された[-]機械部品
resourceMechanicalPartsImpDesc,改良された機械部品により、より複雑なアイテムを作成できます。\nこれらを作成できるのは、高度なエンジニアだけです。\n\n必要なスキル:[DECEA3]高度エンジニアリングLv.5[-]
resourceElectricPartsImp,[DECEA3]改良された[-]電気部品
resourceElectricPartsImpDesc,改良された電気部品により、より複雑なアイテムを作成できます。\nこれらを作成できるのは、高度なエンジニアのみです。\n\n必要なスキル:[DECEA3]高度エンジニアリングLv.5[-]
